universe_id,source_asset_id,symbol,exchange,first_available_bar_date,last_available_bar_date,daily_bar_count,usable_bar_count,coverage_percentage,usable_for_csm_start_date,history_capable
FUF001_FREE_US_EQUITY_250_V1,8b38e07c-1b9e-49f7-a4e7-aa597b799146,AGNT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,54583565-a561-472d-85de-a2a30470af64,AHCO,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,b8af2065-5072-453b-9d95-5c3934c2fba7,AKAM,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,03d52475-5033-4a90-be28-2d3c174f0e86,AKBA,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,0f617181-38fb-4f29-9029-4e8948d383f2,ALDX,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,76325347-e438-4483-ba55-222dc32022a8,ALEC,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,ac4b1970-44ac-4584-a2bc-081b1afe2430,ALGM,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,53833666-cd3e-442c-8d59-3c4af8ce7aa4,ALGN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,5823671d-c4d2-4981-b21b-62ddcb304f5b,ALGT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,c8309058-b324-4afc-af7d-b45f288c975e,ALKS,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,eac6e562-5b04-4b6a-9abe-7b1e3c9f5008,ALLO,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,93c9d209-0a8f-4a9a-b6af-66876bcfcbeb,ALRM,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,9c377ef8-cfba-48a3-83f2-ee4b91d2fe21,ALT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,ce4833e1-c561-492a-aace-7eb451d09e02,AMAT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,f976cf34-2854-4b40-91d7-d846ad3a3633,AMBA,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,f54d13d4-86f0-4ea3-8c1b-ab21e25ff3ff,AMCX,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,03fb07bb-5db1-4077-8dea-5d711b272625,AMD,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,201b268b-cde8-4010-9fe3-41d2ac7f1e9c,AMGN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,f5021fca-425e-4b09-af64-deb575d21931,AMKR,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,4665ba15-b2ea-434b-9e6d-af198446ad5e,AMPH,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,69930a89-3f91-401c-8771-a92ff46c9559,AMSC,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,4a29d4bb-3f2c-420a-899b-5351dce8879e,AMTX,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,f801f835-bfe6-4a9d-a6b1-ccbb84bfd75f,AMZN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,2e7053d2-eaff-4f03-a506-7aa5f475dca6,ANAB,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,04b736d9-5a2d-43aa-99b8-a92764c9daf2,ANDE,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,08b0ca0a-5353-44dd-9346-badbdb7a58ad,ANGI,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,329802fe-c400-439b-bc8a-7f98107281ff,ANGO,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,f526a517-ec3c-4da6-9682-58effb465ddd,ANNX,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,6f825c9d-e839-4539-a64e-cfa7fd71015b,APA,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,6986c745-f1c7-4ec1-a37e-3d00c276fdd2,APOG,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,e4ed6b4b-d254-4b51-9376-114e83d11ed3,APPF,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,d40bf97f-b354-4b1e-a691-9dfeb6067652,APPN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,a3f6daaa-b2f2-4973-9eeb-a6c4f397c044,APPS,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,03e488a8-46db-4a17-bd5a-7571f9f48eb1,ARAY,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,b5147342-a726-4a8d-a235-26c6164bcff0,ARCB,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,b183f6a9-9f0c-430f-9b32-9b230d4e521b,ARCC,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,16dde8a1-5755-456a-a40e-04271df46f0e,ARCT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,d750f702-e523-4912-b227-a6d343d47aa9,ARKO,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,2cf4f71c-d90f-4e0b-92be-8c4dd24a0c11,ARQT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,fc5dacba-4890-4e7c-bf8e-edbdce826fb8,ARRY,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,885b161a-89cf-471e-9d4f-8454fd7d48c3,ARVN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,69c43ee8-7b78-4e1c-9c00-0fc76a5b72fc,ARWR,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,6082378d-ba94-4bb7-a49e-ebe714131ca8,ASML,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,deff9fc8-6ae6-4a80-afbb-1b630c8d9b38,ASND,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,c2218aea-b3d5-4112-9b8b-6a94e4bb276e,ASO,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,e5138c9b-4aca-4fd2-bbb5-0cb55caac3a4,ASTE,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,991516ea-ea2e-40d6-b907-86eeda843720,ASTH,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,8aa2e376-49cf-4d79-abb7-ec0b91c640df,ATEC,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,b0af96af-2ce5-4253-8538-cb46452afd0d,ATEX,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,81e7231c-45c0-423d-935f-de0176a00be3,ATOM,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,86100f20-5a55-43bc-be15-fa2a4f3ad5bb,ATRC,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,bc4e1402-280a-4e82-8412-140b085e875e,AUB,NYSE,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,e7ead0e7-11f9-4be6-8668-c9a23a5a498a,AUPH,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,e45456c5-9320-4e50-a357-1c0836890c06,AVAV,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,7a8b4fcf-0622-47ef-8541-de7f70ffc0c4,AVGO,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,92dcc985-62bd-451b-b17f-2ab745e7bdbc,AVO,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,d4c1f1ed-7448-4451-a8ef-ba4cd733d430,AVPT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,37f74b36-996e-476b-8d85-8f5c21f5328d,AVT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,1228d25f-b143-4ece-a7e5-16744a2c3e70,AVXL,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,69bff51d-e8f6-42a6-82f7-cb10bb4556d0,AXGN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,28d765e8-8085-4716-bde2-de0182b644e5,AXON,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,ca938579-1007-4580-af05-8ee45a6c68d4,AXSM,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,2636a08b-553a-4def-82f2-c75be63c0501,AZTA,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,9c0fb21e-02f5-4677-aa9d-ddc2b5bcc6a2,BAND,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,8a78ef57-66c2-46c3-829e-7235d228c5df,BANR,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,34479ce5-4d55-4d85-8ff4-25d08f908979,BBBY,NYSE,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,4c0b0770-66a1-41df-a15d-d01878eadab0,BBIO,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,7762253d-c416-4650-b6a3-0436a781fc83,BCRX,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,bf6c1e55-a7ef-4701-9e30-3c43db26b103,BEAM,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,2786000f-98b4-4219-99a9-4c0c26c1b8f1,BGC,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,d4f2e183-f6fa-4187-bb2a-d6bc15956c6f,BHF,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,14172293-6d6f-4864-ae6b-97855774ef2c,BJRI,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,c50070cd-18b4-4f29-ae0f-f192e4cc4553,BKNG,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,dc2d94ad-ffdc-4864-b19c-a70fbadb6b31,BL,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,9741c5b9-03a3-4624-a6c5-cc64b628faf1,BLDP,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,c44c6319-1af0-4ca7-9dc9-0caccce1ea78,BLFS,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,17290626-8e0f-4773-bd85-7e9dca27bc4b,BLKB,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,060174a7-8675-45d9-8c81-4024fa3b8539,BLMN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,37e8204c-b392-41bb-b49b-c6edb8f667c1,BLNK,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,561bbead-ae6e-4c02-8f65-bd97b7a29c3c,BMRN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,84a32b07-cbbf-4d00-8020-4d0f7cf70e0c,BOKF,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,548b8133-308b-4c9f-bee8-c33a23072c80,BOOM,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,5ce6fa4e-521b-4f27-aaee-23121ec78b64,BPOP,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,b8ad92b2-afb5-4a57-b541-2af82ebdbb34,BRKR,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,3ba7e95b-c560-4426-94f6-1099bbd6bbef,BSY,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,bf349818-9efe-4d59-b413-a35e3b831dbd,BTG,AMEX,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,1a48b240-ec1a-4b1e-bf16-e76e0236c968,BWIN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,317faf0e-4956-4d40-b3eb-3fba8af59dca,BYND,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,87143b9c-229d-4dfd-ba0b-e9e9e818b111,CAKE,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,9c06cd9c-c852-4632-b84c-db172160e38f,CALM,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,f98c5ee4-c2c5-4b07-9794-b2733807d28a,CAMT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,fde51067-f3b9-49cb-8e6d-b0219e212f46,CAR,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,b4287e5d-7fc1-4e1c-9af1-f5a834d15277,CARG,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,123aafa2-a3d4-4bc3-b506-5b43075e5556,CASH,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,661997db-e507-415e-9f06-c4c2d9d4227b,CASY,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,29cf5b98-20d7-4989-b004-7ca1b7098826,CATY,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,2f9d9107-0063-49f2-afd9-9393b8045ec2,CBRL,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,dae7e245-724c-4e86-9bcf-50fb937079ba,CBSH,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,5475546d-6deb-44df-a4b3-00b6f538b068,CCCC,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,49eb282c-94ba-45b9-83cf-e70b88e2c952,CCOI,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,4cef38dc-85b1-475a-8557-052a028ad2d2,CDNA,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,ee289c17-ee75-4d48-a9ee-505156d93171,CDNS,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,55ed1ba5-6299-42a2-809a-50f8a4bd354b,CDW,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,95181b36-af3d-4749-ab51-a6d63a09465a,CDXS,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,0471a086-7f93-4c7b-80aa-145c4fcb1e09,CDZI,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,f9d88027-03ff-4ae7-ba80-32e301cbe5c7,CELH,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,1754a0bc-bbeb-4c66-8601-2734c1631a28,CENTA,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,f55bcd70-0b82-427a-a3ba-1bac0ffff83f,CENX,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,4898da21-55f0-4bc9-aee1-f91387792545,CERS,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,735f06dc-8d12-4aba-81b1-a3af727ba430,CERT,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,47276800-b5b4-464b-9843-94422786c766,CEVA,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,8b02dc0d-88b9-4c63-a669-100599bd5969,CFFN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,dd1192eb-9688-48b2-accd-55044cc967fc,CG,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,a601a656-72dc-47ce-8595-fc59086613d6,CGC,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,4a13f944-5d9c-4f69-b99b-a7d724b5d903,CGNX,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,e0060798-2d3d-4c43-857e-f10508d0be87,CHDN,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,9caeff29-8fe0-4dae-b816-fba51a91cf76,CHKP,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,c1efb631-f837-4076-8ce8-f2ecdc12a85a,CHRD,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
FUF001_FREE_US_EQUITY_250_V1,d61092cc-4961-4d93-b23b-42f23f9db989,CHRS,NASDAQ,2021-01-04,2026-08-11,1407,1407,1.0,2022-01-03,YES
